timeframe,cluster2017,NumOccupiedHsgUnits,NumOccupiedHsgUnits_m,cluster2017_nf,start_date,end_date,PctSameHouse5YearsAgo,PctVacantHsgUnitsForRent,PctOwnerOccupiedHsgUnits,PctVacantHUForRent_m,PctOwnerOccupiedHU_m,mprice_sf,sales_sf,MedianMrtgInc1_4m_adj,NumMrtgOrigHomePurchPerUnit,PctSubprimeConvOrigHomePur,forecl_ssl_1Kpcl_sf_condo,forecl_ssl_sf_condo,trustee_ssl_1Kpcl_sf_condo,trustee_ssl_sf_condo,PctAnnChgRMPriceSf_1yr,PctAnnChgRMPriceSf_5yr,PctAnnChgRMPriceSf_10yr,indc
2012-16,"Cleveland Park, Woodley Park, Massachusetts Avenue Heights, Woodland-Normanstone Terrace",8240,336,Cluster 15,1-Jan-12,31-Dec-16,.,7.2,44,4.2,2.9,X,X,X,X,X,X,X,X,X,X,X,X,1
2012-16,"Colonial Village, Shepherd Park, North Portal Estates",1507,82,Cluster 16,1-Jan-12,31-Dec-16,.,29,94,26,2.2,X,X,X,X,X,X,X,X,X,X,X,X,1
2012-16,"Takoma, Brightwood, Manor Park",8726,230,Cluster 17,1-Jan-12,31-Dec-16,.,4.3,46,2.1,2.3,X,X,X,X,X,X,X,X,X,X,X,X,1
2012-16,"Brightwood Park, Crestwood, Petworth",14643,310,Cluster 18,1-Jan-12,31-Dec-16,.,3.4,57,1.7,2,X,X,X,X,X,X,X,X,X,X,X,X,1
2012-16,"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",5327,192,Cluster 19,1-Jan-12,31-Dec-16,.,2.6,50,2.4,3.1,X,X,X,X,X,X,X,X,X,X,X,X,1
2012-16,"North Michigan Park, Michigan Park, University Heights",4713,158,Cluster 20,1-Jan-12,31-Dec-16,.,3.7,67,3.7,3.3,X,X,X,X,X,X,X,X,X,X,X,X,1
2012-16,"Edgewood, Bloomingdale, Truxton Circle, Eckington",9693,278,Cluster 21,1-Jan-12,31-Dec-16,.,7.9,43,2.3,2.5,X,X,X,X,X,X,X,X,X,X,X,X,1
2012-16,"Brookland, Brentwood, Langdon",5438,150,Cluster 22,1-Jan-12,31-Dec-16,.,3.1,58,2.8,3,X,X,X,X,X,X,X,X,X,X,X,X,1
2012-16,"Ivy City, Arboretum, Trinidad, Carver Langston",6840,254,Cluster 23,1-Jan-12,31-Dec-16,.,9,28,2.8,2.6,X,X,X,X,X,X,X,X,X,X,X,X,1
2012-16,"Woodridge, Fort Lincoln, Gateway",3321,116,Cluster 24,1-Jan-12,31-Dec-16,.,5.7,59,4.5,3.5,X,X,X,X,X,X,X,X,X,X,X,X,1
2012-16,"Union Station, Stanton Park, Kingman Park",12423,271,Cluster 25,1-Jan-12,31-Dec-16,.,8.8,46,2.3,1.9,X,X,X,X,X,X,X,X,X,X,X,X,1
2012-16,"Capitol Hill, Lincoln Park",11764,253,Cluster 26,1-Jan-12,31-Dec-16,.,6.2,54,2.4,1.9,X,X,X,X,X,X,X,X,X,X,X,X,1
2012-16,"Near Southeast, Navy Yard",2482,87,Cluster 27,1-Jan-12,31-Dec-16,.,3.1,21,2.5,3.5,X,X,X,X,X,X,X,X,X,X,X,X,1
2012-16,Historic Anacostia,2087,116,Cluster 28,1-Jan-12,31-Dec-16,.,9.7,27,4.2,4.6,X,X,X,X,X,X,X,X,X,X,X,X,1
2012-16,"Eastland Gardens, Kenilworth",796,73,Cluster 29,1-Jan-12,31-Dec-16,.,1.6,36,3,6.9,X,X,X,X,X,X,X,X,X,X,X,X,1
2012-16,"Mayfair, Hillbrook, Mahaning Heights",3085,148,Cluster 30,1-Jan-12,31-Dec-16,.,5.2,22,3.3,3.9,X,X,X,X,X,X,X,X,X,X,X,X,1
2012-16,"Deanwood, Burrville, Grant Park, Lincoln Heights, Fairmont Heights",4990,204,Cluster 31,1-Jan-12,31-Dec-16,.,8.1,43,3.6,3.7,X,X,X,X,X,X,X,X,X,X,X,X,1
2012-16,"River Terrace, Benning, Greenway, Dupont Park",5761,202,Cluster 32,1-Jan-12,31-Dec-16,.,5.2,27,2.6,3.2,X,X,X,X,X,X,X,X,X,X,X,X,1
2012-16,"Capitol View, Marshall Heights, Benning Heights",7437,233,Cluster 33,1-Jan-12,31-Dec-16,.,7.3,35,2.4,2.6,X,X,X,X,X,X,X,X,X,X,X,X,1
2012-16,"Twining, Fairlawn, Randle Highlands, Penn Branch, Fort Davis Park, Fort Dupont",7523,230,Cluster 34,1-Jan-12,31-Dec-16,.,9.5,40,2.8,2.5,X,X,X,X,X,X,X,X,X,X,X,X,1
2012-16,"Fairfax Village, Naylor Gardens, Hillcrest, Summit Park",3049,230,Cluster 35,1-Jan-12,31-Dec-16,.,13,36,6.7,5.9,X,X,X,X,X,X,X,X,X,X,X,X,1
2012-16,"Woodland/Fort Stanton, Garfield Heights, Knox Hill",2907,137,Cluster 36,1-Jan-12,31-Dec-16,.,5.6,12,2.7,4,X,X,X,X,X,X,X,X,X,X,X,X,1
2012-16,"Sheridan, Barry Farm, Buena Vista",3051,139,Cluster 37,1-Jan-12,31-Dec-16,.,6.7,20,2.9,2.8,X,X,X,X,X,X,X,X,X,X,X,X,1
2012-16,"Douglas, Shipley Terrace",4583,162,Cluster 38,1-Jan-12,31-Dec-16,.,5.1,16,2.3,3.7,X,X,X,X,X,X,X,X,X,X,X,X,1
2012-16,"Congress Heights, Bellevue, Washington Highlands",11570,277,Cluster 39,1-Jan-12,31-Dec-16,.,6.6,22,1.7,2,X,X,X,X,X,X,X,X,X,X,X,X,1
2012-16,Walter Reed,137,24,Cluster 40,1-Jan-12,31-Dec-16,.,2.2,50,10,21,X,X,X,X,X,X,X,X,X,X,X,X,1
2012-16,Rock Creek Park,425,82,Cluster 41,1-Jan-12,31-Dec-16,.,7.1,48,21,10,X,X,X,X,X,X,X,X,X,X,X,X,1
2012-16,Saint Elizabeths,272,49,Cluster 43,1-Jan-12,31-Dec-16,.,6.2,29,13,19,X,X,X,X,X,X,X,X,X,X,X,X,1
2012-16,Joint Base Anacostia-Bolling,1902,121,Cluster 44,1-Jan-12,31-Dec-16,.,5.5,4.5,3.8,2.4,X,X,X,X,X,X,X,X,X,X,X,X,1
2012-16,"Arboretum, Anacostia River",104,24,Cluster 46,1-Jan-12,31-Dec-16,.,5.9,68,19,20,X,X,X,X,X,X,X,X,X,X,X,X,1
2010,"Kalorama Heights, Adams Morgan, Lanier Heights",10940,.,Cluster 1,1-Jan-10,31-Dec-10,.,.,.,.,.,X,X,X,X,X,X,X,X,X,X,X,X,1
2010,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",19528,.,Cluster 2,1-Jan-10,31-Dec-10,.,.,.,.,.,X,X,X,X,X,X,X,X,X,X,X,X,1
2010,"Howard University, Le Droit Park, Cardozo/Shaw",4358,.,Cluster 3,1-Jan-10,31-Dec-10,.,.,.,.,.,X,X,X,X,X,X,X,X,X,X,X,X,1
2010,"Georgetown, Burleith/Hillandale",5214,.,Cluster 4,1-Jan-10,31-Dec-10,.,.,.,.,.,X,X,X,X,X,X,X,X,X,X,X,X,1
2010,"West End, Foggy Bottom, GWU",6836,.,Cluster 5,1-Jan-10,31-Dec-10,.,.,.,.,.,X,X,X,X,X,X,X,X,X,X,X,X,1
2010,"Dupont Circle, Connecticut Avenue/K Street",13069,.,Cluster 6,1-Jan-10,31-Dec-10,.,.,.,.,.,X,X,X,X,X,X,X,X,X,X,X,X,1
2010,"Shaw, Logan Circle",10362,.,Cluster 7,1-Jan-10,31-Dec-10,.,.,.,.,.,X,X,X,X,X,X,X,X,X,X,X,X,1
2010,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",9607,.,Cluster 8,1-Jan-10,31-Dec-10,.,.,.,.,.,X,X,X,X,X,X,X,X,X,X,X,X,1
2010,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",6789,.,Cluster 9,1-Jan-10,31-Dec-10,.,.,.,.,.,X,X,X,X,X,X,X,X,X,X,X,X,1
2010,"Hawthorne, Barnaby Woods, Chevy Chase",6126,.,Cluster 10,1-Jan-10,31-Dec-10,.,.,.,.,.,X,X,X,X,X,X,X,X,X,X,X,X,1
2010,"Friendship Heights, American University Park, Tenleytown",4519,.,Cluster 11,1-Jan-10,31-Dec-10,.,.,.,.,.,X,X,X,X,X,X,X,X,X,X,X,X,1
2010,"North Cleveland Park, Forest Hills, Van Ness",6027,.,Cluster 12,1-Jan-10,31-Dec-10,.,.,.,.,.,X,X,X,X,X,X,X,X,X,X,X,X,1
2010,"Spring Valley, Palisades, Wesley Heights, Foxhall Crescent, Foxhall Village, Georgetown Reservoir",4805,.,Cluster 13,1-Jan-10,31-Dec-10,.,.,.,.,.,X,X,X,X,X,X,X,X,X,X,X,X,1
2010,"Cathedral Heights, McLean Gardens, Glover Park",11802,.,Cluster 14,1-Jan-10,31-Dec-10,.,.,.,.,.,X,X,X,X,X,X,X,X,X,X,X,X,1
2010,"Cleveland Park, Woodley Park, Massachusetts Avenue Heights, Woodland-Normanstone Terrace",8544,.,Cluster 15,1-Jan-10,31-Dec-10,.,.,.,.,.,X,X,X,X,X,X,X,X,X,X,X,X,1
2010,"Colonial Village, Shepherd Park, North Portal Estates",1578,.,Cluster 16,1-Jan-10,31-Dec-10,.,.,.,.,.,X,X,X,X,X,X,X,X,X,X,X,X,1
2010,"Takoma, Brightwood, Manor Park",8458,.,Cluster 17,1-Jan-10,31-Dec-10,.,.,.,.,.,X,X,X,X,X,X,X,X,X,X,X,X,1
2010,"Brightwood Park, Crestwood, Petworth",13623,.,Cluster 18,1-Jan-10,31-Dec-10,.,.,.,.,.,X,X,X,X,X,X,X,X,X,X,X,X,1
2010,"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",5687,.,Cluster 19,1-Jan-10,31-Dec-10,.,.,.,.,.,X,X,X,X,X,X,X,X,X,X,X,X,1
2010,"North Michigan Park, Michigan Park, University Heights",4024,.,Cluster 20,1-Jan-10,31-Dec-10,.,.,.,.,.,X,X,X,X,X,X,X,X,X,X,X,X,1
2010,"Edgewood, Bloomingdale, Truxton Circle, Eckington",9417,.,Cluster 21,1-Jan-10,31-Dec-10,.,.,.,.,.,X,X,X,X,X,X,X,X,X,X,X,X,1
2010,"Brookland, Brentwood, Langdon",4745,.,Cluster 22,1-Jan-10,31-Dec-10,.,.,.,.,.,X,X,X,X,X,X,X,X,X,X,X,X,1
2010,"Ivy City, Arboretum, Trinidad, Carver Langston",6102,.,Cluster 23,1-Jan-10,31-Dec-10,.,.,.,.,.,X,X,X,X,X,X,X,X,X,X,X,X,1
2010,"Woodridge, Fort Lincoln, Gateway",3067,.,Cluster 24,1-Jan-10,31-Dec-10,.,.,.,.,.,X,X,X,X,X,X,X,X,X,X,X,X,1
2010,"Union Station, Stanton Park, Kingman Park",11201,.,Cluster 25,1-Jan-10,31-Dec-10,.,.,.,.,.,X,X,X,X,X,X,X,X,X,X,X,X,1
2010,"Capitol Hill, Lincoln Park",11989,.,Cluster 26,1-Jan-10,31-Dec-10,.,.,.,.,.,X,X,X,X,X,X,X,X,X,X,X,X,1
2010,"Near Southeast, Navy Yard",1830,.,Cluster 27,1-Jan-10,31-Dec-10,.,.,.,.,.,X,X,X,X,X,X,X,X,X,X,X,X,1
2010,Historic Anacostia,1911,.,Cluster 28,1-Jan-10,31-Dec-10,.,.,.,.,.,X,X,X,X,X,X,X,X,X,X,X,X,1
2010,"Eastland Gardens, Kenilworth",713,.,Cluster 29,1-Jan-10,31-Dec-10,.,.,.,.,.,X,X,X,X,X,X,X,X,X,X,X,X,1
2010,"Mayfair, Hillbrook, Mahaning Heights",2761,.,Cluster 30,1-Jan-10,31-Dec-10,.,.,.,.,.,X,X,X,X,X,X,X,X,X,X,X,X,1
2010,"Deanwood, Burrville, Grant Park, Lincoln Heights, Fairmont Heights",4802,.,Cluster 31,1-Jan-10,31-Dec-10,.,.,.,.,.,X,X,X,X,X,X,X,X,X,X,X,X,1
2010,"River Terrace, Benning, Greenway, Dupont Park",5427,.,Cluster 32,1-Jan-10,31-Dec-10,.,.,.,.,.,X,X,X,X,X,X,X,X,X,X,X,X,1
2010,"Capitol View, Marshall Heights, Benning Heights",7158,.,Cluster 33,1-Jan-10,31-Dec-10,.,.,.,.,.,X,X,X,X,X,X,X,X,X,X,X,X,1
2010,"Twining, Fairlawn, Randle Highlands, Penn Branch, Fort Davis Park, Fort Dupont",7361,.,Cluster 34,1-Jan-10,31-Dec-10,.,.,.,.,.,X,X,X,X,X,X,X,X,X,X,X,X,1
2010,"Fairfax Village, Naylor Gardens, Hillcrest, Summit Park",2956,.,Cluster 35,1-Jan-10,31-Dec-10,.,.,.,.,.,X,X,X,X,X,X,X,X,X,X,X,X,1
2010,"Woodland/Fort Stanton, Garfield Heights, Knox Hill",2725,.,Cluster 36,1-Jan-10,31-Dec-10,.,.,.,.,.,X,X,X,X,X,X,X,X,X,X,X,X,1
2010,"Sheridan, Barry Farm, Buena Vista",2804,.,Cluster 37,1-Jan-10,31-Dec-10,.,.,.,.,.,X,X,X,X,X,X,X,X,X,X,X,X,1
2010,"Douglas, Shipley Terrace",4310,.,Cluster 38,1-Jan-10,31-Dec-10,.,.,.,.,.,X,X,X,X,X,X,X,X,X,X,X,X,1
2010,"Congress Heights, Bellevue, Washington Highlands",11468,.,Cluster 39,1-Jan-10,31-Dec-10,.,.,.,.,.,X,X,X,X,X,X,X,X,X,X,X,X,1
2010,Walter Reed,1,.,Cluster 40,1-Jan-10,31-Dec-10,.,.,.,.,.,X,X,X,X,X,X,X,X,X,X,X,X,1
2010,Rock Creek Park,386,.,Cluster 41,1-Jan-10,31-Dec-10,.,.,.,.,.,X,X,X,X,X,X,X,X,X,X,X,X,1
2010,Saint Elizabeths,59,.,Cluster 43,1-Jan-10,31-Dec-10,.,.,.,.,.,X,X,X,X,X,X,X,X,X,X,X,X,1
2010,Joint Base Anacostia-Bolling,1438,.,Cluster 44,1-Jan-10,31-Dec-10,.,.,.,.,.,X,X,X,X,X,X,X,X,X,X,X,X,1
2010,"Arboretum, Anacostia River",145,.,Cluster 46,1-Jan-10,31-Dec-10,.,.,.,.,.,X,X,X,X,X,X,X,X,X,X,X,X,1
2000,"Kalorama Heights, Adams Morgan, Lanier Heights",10926,.,Cluster 1,1-Jan-00,31-Dec-00,37,2.4,33,.,.,X,X,X,X,X,X,X,X,X,X,X,X,1
2000,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",17212,.,Cluster 2,1-Jan-00,31-Dec-00,45,4.8,26,.,.,X,X,X,X,X,X,X,X,X,X,X,X,1
2000,"Howard University, Le Droit Park, Cardozo/Shaw",3467,.,Cluster 3,1-Jan-00,31-Dec-00,38,5.6,34,.,.,X,X,X,X,X,X,X,X,X,X,X,X,1
2000,"Georgetown, Burleith/Hillandale",5834,.,Cluster 4,1-Jan-00,31-Dec-00,26,3.1,53,.,.,X,X,X,X,X,X,X,X,X,X,X,X,1
2000,"West End, Foggy Bottom, GWU",6042,.,Cluster 5,1-Jan-00,31-Dec-00,22,3.2,29,.,.,X,X,X,X,X,X,X,X,X,X,X,X,1
2000,"Dupont Circle, Connecticut Avenue/K Street",13084,.,Cluster 6,1-Jan-00,31-Dec-00,32,2.6,30,.,.,X,X,X,X,X,X,X,X,X,X,X,X,1
2000,"Shaw, Logan Circle",8100,.,Cluster 7,1-Jan-00,31-Dec-00,43,4.7,23,.,.,X,X,X,X,X,X,X,X,X,X,X,X,1
2000,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",5287,.,Cluster 8,1-Jan-00,31-Dec-00,46,5.9,12,.,.,X,X,X,X,X,X,X,X,X,X,X,X,1
2000,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",6965,.,Cluster 9,1-Jan-00,31-Dec-00,49,4.3,33,.,.,X,X,X,X,X,X,X,X,X,X,X,X,1
2000,"Hawthorne, Barnaby Woods, Chevy Chase",5885,.,Cluster 10,1-Jan-00,31-Dec-00,63,2.3,73,.,.,X,X,X,X,X,X,X,X,X,X,X,X,1
2000,"Friendship Heights, American University Park, Tenleytown",4485,.,Cluster 11,1-Jan-00,31-Dec-00,54,2.9,70,.,.,X,X,X,X,X,X,X,X,X,X,X,X,1
2000,"North Cleveland Park, Forest Hills, Van Ness",5952,.,Cluster 12,1-Jan-00,31-Dec-00,44,3.3,37,.,.,X,X,X,X,X,X,X,X,X,X,X,X,1
2000,"Spring Valley, Palisades, Wesley Heights, Foxhall Crescent, Foxhall Village, Georgetown Reservoir",5346,.,Cluster 13,1-Jan-00,31-Dec-00,42,2.7,70,.,.,X,X,X,X,X,X,X,X,X,X,X,X,1
2000,"Cathedral Heights, McLean Gardens, Glover Park",10808,.,Cluster 14,1-Jan-00,31-Dec-00,34,1.9,41,.,.,X,X,X,X,X,X,X,X,X,X,X,X,1
2000,"Cleveland Park, Woodley Park, Massachusetts Avenue Heights, Woodland-Normanstone Terrace",8327,.,Cluster 15,1-Jan-00,31-Dec-00,44,1.5,42,.,.,X,X,X,X,X,X,X,X,X,X,X,X,1
2000,"Colonial Village, Shepherd Park, North Portal Estates",1616,.,Cluster 16,1-Jan-00,31-Dec-00,75,10,90,.,.,X,X,X,X,X,X,X,X,X,X,X,X,1
2000,"Takoma, Brightwood, Manor Park",8211,.,Cluster 17,1-Jan-00,31-Dec-00,59,5.6,52,.,.,X,X,X,X,X,X,X,X,X,X,X,X,1
2000,"Brightwood Park, Crestwood, Petworth",13459,.,Cluster 18,1-Jan-00,31-Dec-00,61,7.7,56,.,.,X,X,X,X,X,X,X,X,X,X,X,X,1
2000,"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",4912,.,Cluster 19,1-Jan-00,31-Dec-00,60,6.3,57,.,.,X,X,X,X,X,X,X,X,X,X,X,X,1
2000,"North Michigan Park, Michigan Park, University Heights",4553,.,Cluster 20,1-Jan-00,31-Dec-00,64,10,69,.,.,X,X,X,X,X,X,X,X,X,X,X,X,1
2000,"Edgewood, Bloomingdale, Truxton Circle, Eckington",7648,.,Cluster 21,1-Jan-00,31-Dec-00,55,12,44,.,.,X,X,X,X,X,X,X,X,X,X,X,X,1
2000,"Brookland, Brentwood, Langdon",4820,.,Cluster 22,1-Jan-00,31-Dec-00,61,5.7,63,.,.,X,X,X,X,X,X,X,X,X,X,X,X,1
2000,"Ivy City, Arboretum, Trinidad, Carver Langston",5736,.,Cluster 23,1-Jan-00,31-Dec-00,55,9.6,29,.,.,X,X,X,X,X,X,X,X,X,X,X,X,1
2000,"Woodridge, Fort Lincoln, Gateway",3037,.,Cluster 24,1-Jan-00,31-Dec-00,66,1.9,54,.,.,X,X,X,X,X,X,X,X,X,X,X,X,1
2000,"Union Station, Stanton Park, Kingman Park",10217,.,Cluster 25,1-Jan-00,31-Dec-00,54,6.8,52,.,.,X,X,X,X,X,X,X,X,X,X,X,X,1
2000,"Capitol Hill, Lincoln Park",11642,.,Cluster 26,1-Jan-00,31-Dec-00,41,5.1,48,.,.,X,X,X,X,X,X,X,X,X,X,X,X,1
2000,"Near Southeast, Navy Yard",888,.,Cluster 27,1-Jan-00,31-Dec-00,60,2.7,1.5,.,.,X,X,X,X,X,X,X,X,X,X,X,X,1
2000,Historic Anacostia,1782,.,Cluster 28,1-Jan-00,31-Dec-00,60,14,26,.,.,X,X,X,X,X,X,X,X,X,X,X,X,1
2000,"Eastland Gardens, Kenilworth",657,.,Cluster 29,1-Jan-00,31-Dec-00,55,11,43,.,.,X,X,X,X,X,X,X,X,X,X,X,X,1
2000,"Mayfair, Hillbrook, Mahaning Heights",2628,.,Cluster 30,1-Jan-00,31-Dec-00,56,9.4,28,.,.,X,X,X,X,X,X,X,X,X,X,X,X,1
2000,"Deanwood, Burrville, Grant Park, Lincoln Heights, Fairmont Heights",4814,.,Cluster 31,1-Jan-00,31-Dec-00,64,7.4,46,.,.,X,X,X,X,X,X,X,X,X,X,X,X,1
2000,"River Terrace, Benning, Greenway, Dupont Park",5438,.,Cluster 32,1-Jan-00,31-Dec-00,58,7,34,.,.,X,X,X,X,X,X,X,X,X,X,X,X,1
2000,"Capitol View, Marshall Heights, Benning Heights",6704,.,Cluster 33,1-Jan-00,31-Dec-00,63,11,37,.,.,X,X,X,X,X,X,X,X,X,X,X,X,1
2000,"Twining, Fairlawn, Randle Highlands, Penn Branch, Fort Davis Park, Fort Dupont",7342,.,Cluster 34,1-Jan-00,31-Dec-00,63,9.9,47,.,.,X,X,X,X,X,X,X,X,X,X,X,X,1
2000,"Fairfax Village, Naylor Gardens, Hillcrest, Summit Park",3075,.,Cluster 35,1-Jan-00,31-Dec-00,62,6.5,44,.,.,X,X,X,X,X,X,X,X,X,X,X,X,1
2000,"Woodland/Fort Stanton, Garfield Heights, Knox Hill",2340,.,Cluster 36,1-Jan-00,31-Dec-00,43,13,15,.,.,X,X,X,X,X,X,X,X,X,X,X,X,1
2000,"Sheridan, Barry Farm, Buena Vista",2696,.,Cluster 37,1-Jan-00,31-Dec-00,57,7.3,15,.,.,X,X,X,X,X,X,X,X,X,X,X,X,1
2000,"Douglas, Shipley Terrace",3985,.,Cluster 38,1-Jan-00,31-Dec-00,57,6.8,15,.,.,X,X,X,X,X,X,X,X,X,X,X,X,1
2000,"Congress Heights, Bellevue, Washington Highlands",10382,.,Cluster 39,1-Jan-00,31-Dec-00,55,14,24,.,.,X,X,X,X,X,X,X,X,X,X,X,X,1
2000,Walter Reed,7,.,Cluster 40,1-Jan-00,31-Dec-00,12,0,0,.,.,X,X,X,X,X,X,X,X,X,X,X,X,1
2000,Rock Creek Park,125,.,Cluster 41,1-Jan-00,31-Dec-00,60,1.9,55,.,.,X,X,X,X,X,X,X,X,X,X,X,X,1
2000,Saint Elizabeths,94,.,Cluster 43,1-Jan-00,31-Dec-00,54,14,7.1,.,.,X,X,X,X,X,X,X,X,X,X,X,X,1
2000,Joint Base Anacostia-Bolling,1672,.,Cluster 44,1-Jan-00,31-Dec-00,18,5.3,8.9,.,.,X,X,X,X,X,X,X,X,X,X,X,X,1
2000,"Arboretum, Anacostia River",0,.,Cluster 46,1-Jan-00,31-Dec-00,i,i,i,.,.,X,X,X,X,X,X,X,X,X,X,X,X,1
1990,"Kalorama Heights, Adams Morgan, Lanier Heights",10227,.,Cluster 1,1-Jan-90,31-Dec-90,40,5.8,31,.,.,X,X,X,X,X,X,X,X,X,X,X,X,1
1990,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",17007,.,Cluster 2,1-Jan-90,31-Dec-90,50,9.1,26,.,.,X,X,X,X,X,X,X,X,X,X,X,X,1
1990,"Howard University, Le Droit Park, Cardozo/Shaw",3549,.,Cluster 3,1-Jan-90,31-Dec-90,48,8.1,32,.,.,X,X,X,X,X,X,X,X,X,X,X,X,1
1990,"Georgetown, Burleith/Hillandale",5472,.,Cluster 4,1-Jan-90,31-Dec-90,30,6.5,49,.,.,X,X,X,X,X,X,X,X,X,X,X,X,1
1990,"West End, Foggy Bottom, GWU",5981,.,Cluster 5,1-Jan-90,31-Dec-90,30,9.7,30,.,.,X,X,X,X,X,X,X,X,X,X,X,X,1
1990,"Dupont Circle, Connecticut Avenue/K Street",11880,.,Cluster 6,1-Jan-90,31-Dec-90,35,8.6,27,.,.,X,X,X,X,X,X,X,X,X,X,X,X,1
1990,"Shaw, Logan Circle",7137,.,Cluster 7,1-Jan-90,31-Dec-90,43,10,18,.,.,X,X,X,X,X,X,X,X,X,X,X,X,1
1990,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",4349,.,Cluster 8,1-Jan-90,31-Dec-90,50,7.8,7.2,.,.,X,X,X,X,X,X,X,X,X,X,X,X,1
1990,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",6361,.,Cluster 9,1-Jan-90,31-Dec-90,52,15,37,.,.,X,X,X,X,X,X,X,X,X,X,X,X,1
1990,"Hawthorne, Barnaby Woods, Chevy Chase",5807,.,Cluster 10,1-Jan-90,31-Dec-90,60,6,69,.,.,X,X,X,X,X,X,X,X,X,X,X,X,1
1990,"Friendship Heights, American University Park, Tenleytown",4396,.,Cluster 11,1-Jan-90,31-Dec-90,50,4.2,67,.,.,X,X,X,X,X,X,X,X,X,X,X,X,1
1990,"North Cleveland Park, Forest Hills, Van Ness",5866,.,Cluster 12,1-Jan-90,31-Dec-90,46,4.3,36,.,.,X,X,X,X,X,X,X,X,X,X,X,X,1
1990,"Spring Valley, Palisades, Wesley Heights, Foxhall Crescent, Foxhall Village, Georgetown Reservoir",4938,.,Cluster 13,1-Jan-90,31-Dec-90,42,4.5,68,.,.,X,X,X,X,X,X,X,X,X,X,X,X,1
1990,"Cathedral Heights, McLean Gardens, Glover Park",10541,.,Cluster 14,1-Jan-90,31-Dec-90,39,4.6,39,.,.,X,X,X,X,X,X,X,X,X,X,X,X,1
1990,"Cleveland Park, Woodley Park, Massachusetts Avenue Heights, Woodland-Normanstone Terrace",8352,.,Cluster 15,1-Jan-90,31-Dec-90,48,5.3,38,.,.,X,X,X,X,X,X,X,X,X,X,X,X,1
1990,"Colonial Village, Shepherd Park, North Portal Estates",1607,.,Cluster 16,1-Jan-90,31-Dec-90,74,6.7,90,.,.,X,X,X,X,X,X,X,X,X,X,X,X,1
1990,"Takoma, Brightwood, Manor Park",8502,.,Cluster 17,1-Jan-90,31-Dec-90,68,3.6,51,.,.,X,X,X,X,X,X,X,X,X,X,X,X,1
1990,"Brightwood Park, Crestwood, Petworth",13776,.,Cluster 18,1-Jan-90,31-Dec-90,63,5.1,56,.,.,X,X,X,X,X,X,X,X,X,X,X,X,1
1990,"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",5054,.,Cluster 19,1-Jan-90,31-Dec-90,67,4.8,56,.,.,X,X,X,X,X,X,X,X,X,X,X,X,1
1990,"North Michigan Park, Michigan Park, University Heights",4640,.,Cluster 20,1-Jan-90,31-Dec-90,69,4,68,.,.,X,X,X,X,X,X,X,X,X,X,X,X,1
1990,"Edgewood, Bloomingdale, Truxton Circle, Eckington",8111,.,Cluster 21,1-Jan-90,31-Dec-90,59,8.6,43,.,.,X,X,X,X,X,X,X,X,X,X,X,X,1
1990,"Brookland, Brentwood, Langdon",5215,.,Cluster 22,1-Jan-90,31-Dec-90,67,5.6,60,.,.,X,X,X,X,X,X,X,X,X,X,X,X,1
1990,"Ivy City, Arboretum, Trinidad, Carver Langston",7202,.,Cluster 23,1-Jan-90,31-Dec-90,63,5.6,25,.,.,X,X,X,X,X,X,X,X,X,X,X,X,1
1990,"Woodridge, Fort Lincoln, Gateway",2947,.,Cluster 24,1-Jan-90,31-Dec-90,69,6.3,57,.,.,X,X,X,X,X,X,X,X,X,X,X,X,1
1990,"Union Station, Stanton Park, Kingman Park",10145,.,Cluster 25,1-Jan-90,31-Dec-90,54,6.7,49,.,.,X,X,X,X,X,X,X,X,X,X,X,X,1
1990,"Capitol Hill, Lincoln Park",11035,.,Cluster 26,1-Jan-90,31-Dec-90,44,9.3,46,.,.,X,X,X,X,X,X,X,X,X,X,X,X,1
1990,"Near Southeast, Navy Yard",791,.,Cluster 27,1-Jan-90,31-Dec-90,48,4.6,4.7,.,.,X,X,X,X,X,X,X,X,X,X,X,X,1
1990,Historic Anacostia,2035,.,Cluster 28,1-Jan-90,31-Dec-90,55,12,24,.,.,X,X,X,X,X,X,X,X,X,X,X,X,1
1990,"Eastland Gardens, Kenilworth",461,.,Cluster 29,1-Jan-90,31-Dec-90,60,46,68,.,.,X,X,X,X,X,X,X,X,X,X,X,X,1
1990,"Mayfair, Hillbrook, Mahaning Heights",2456,.,Cluster 30,1-Jan-90,31-Dec-90,59,6.1,27,.,.,X,X,X,X,X,X,X,X,X,X,X,X,1
