timeframe,cluster2017,NumOccupiedHsgUnits,NumOccupiedHsgUnits_m,cluster2017_nf,start_date,end_date,PctSameHouse5YearsAgo,PctVacantHsgUnitsForRent,PctOwnerOccupiedHsgUnits,PctVacantHUForRent_m,PctOwnerOccupiedHU_m,mprice_sf,sales_sf,MedianMrtgInc1_4m_adj,NumMrtgOrigHomePurchPerUnit,PctSubprimeConvOrigHomePur,forecl_ssl_1Kpcl_sf_condo,forecl_ssl_sf_condo,trustee_ssl_1Kpcl_sf_condo,trustee_ssl_sf_condo,PctAnnChgRMPriceSf_1yr,PctAnnChgRMPriceSf_5yr,PctAnnChgRMPriceSf_10yr,indc
1990,"Deanwood, Burrville, Grant Park, Lincoln Heights, Fairmont Heights",5202,.,Cluster 31,1-Jan-90,31-Dec-90,66,5.7,44,.,.,X,X,X,X,X,X,X,X,X,X,X,X,1
1990,"River Terrace, Benning, Greenway, Dupont Park",5995,.,Cluster 32,1-Jan-90,31-Dec-90,65,6.8,33,.,.,X,X,X,X,X,X,X,X,X,X,X,X,1
1990,"Capitol View, Marshall Heights, Benning Heights",7957,.,Cluster 33,1-Jan-90,31-Dec-90,67,5.1,32,.,.,X,X,X,X,X,X,X,X,X,X,X,X,1
1990,"Twining, Fairlawn, Randle Highlands, Penn Branch, Fort Davis Park, Fort Dupont",7677,.,Cluster 34,1-Jan-90,31-Dec-90,69,7.2,45,.,.,X,X,X,X,X,X,X,X,X,X,X,X,1
1990,"Fairfax Village, Naylor Gardens, Hillcrest, Summit Park",3156,.,Cluster 35,1-Jan-90,31-Dec-90,64,4.7,50,.,.,X,X,X,X,X,X,X,X,X,X,X,X,1
1990,"Woodland/Fort Stanton, Garfield Heights, Knox Hill",2384,.,Cluster 36,1-Jan-90,31-Dec-90,48,9.7,9.1,.,.,X,X,X,X,X,X,X,X,X,X,X,X,1
1990,"Sheridan, Barry Farm, Buena Vista",2591,.,Cluster 37,1-Jan-90,31-Dec-90,48,17,17,.,.,X,X,X,X,X,X,X,X,X,X,X,X,1
1990,"Douglas, Shipley Terrace",4105,.,Cluster 38,1-Jan-90,31-Dec-90,58,16,13,.,.,X,X,X,X,X,X,X,X,X,X,X,X,1
1990,"Congress Heights, Bellevue, Washington Highlands",12190,.,Cluster 39,1-Jan-90,31-Dec-90,56,12,19,.,.,X,X,X,X,X,X,X,X,X,X,X,X,1
1990,Walter Reed,9,.,Cluster 40,1-Jan-90,31-Dec-90,5.1,0,0,.,.,X,X,X,X,X,X,X,X,X,X,X,X,1
1990,Rock Creek Park,127,.,Cluster 41,1-Jan-90,31-Dec-90,63,2.8,53,.,.,X,X,X,X,X,X,X,X,X,X,X,X,1
1990,Saint Elizabeths,123,.,Cluster 43,1-Jan-90,31-Dec-90,56,20,8.2,.,.,X,X,X,X,X,X,X,X,X,X,X,X,1
1990,Joint Base Anacostia-Bolling,2179,.,Cluster 44,1-Jan-90,31-Dec-90,18,7.2,5.4,.,.,X,X,X,X,X,X,X,X,X,X,X,X,1
1990,"Arboretum, Anacostia River",0,.,Cluster 46,1-Jan-90,31-Dec-90,i,i,i,.,.,X,X,X,X,X,X,X,X,X,X,X,X,1
1995,"Kalorama Heights, Adams Morgan, Lanier Heights",X,.,Cluster 1,1-Jan-95,31-Dec-95,X,X,X,X,X,273300,34,109451,72,0,2.7,10,0,0,.,.,.,1
1996,"Kalorama Heights, Adams Morgan, Lanier Heights",X,.,Cluster 1,1-Jan-96,31-Dec-96,X,X,X,X,X,248075,36,102484,122,0,5.4,20,0.3,1,.,.,.,1
1997,"Kalorama Heights, Adams Morgan, Lanier Heights",X,.,Cluster 1,1-Jan-97,31-Dec-97,X,X,X,X,X,330500,49,101839,141,0,3.8,14,0,0,.,.,.,1
1998,"Kalorama Heights, Adams Morgan, Lanier Heights",X,.,Cluster 1,1-Jan-98,31-Dec-98,X,X,X,X,X,379000,63,110420,119,0,5.1,19,1.1,4,.,.,.,1
1999,"Kalorama Heights, Adams Morgan, Lanier Heights",X,.,Cluster 1,1-Jan-99,31-Dec-99,X,X,X,X,X,367000,54,119407,132,0,5.7,21,0.5,2,.,.,.,1
2000,"Kalorama Heights, Adams Morgan, Lanier Heights",X,.,Cluster 1,1-Jan-00,31-Dec-00,X,X,X,X,X,525000,45,123426,154,0,2.7,10,0,0,.,.,.,1
2001,"Kalorama Heights, Adams Morgan, Lanier Heights",X,.,Cluster 1,1-Jan-01,31-Dec-01,X,X,X,X,X,525000,45,122303,141,0,5.4,20,0,0,.,.,.,1
2002,"Kalorama Heights, Adams Morgan, Lanier Heights",X,.,Cluster 1,1-Jan-02,31-Dec-02,X,X,X,X,X,715000,44,127188,143,0,3.5,13,0,0,.,.,.,1
2003,"Kalorama Heights, Adams Morgan, Lanier Heights",X,.,Cluster 1,1-Jan-03,31-Dec-03,X,X,X,X,X,1100500,42,132081,170,0,3.9,15,0.3,1,.,.,.,1
2004,"Kalorama Heights, Adams Morgan, Lanier Heights",X,.,Cluster 1,1-Jan-04,31-Dec-04,X,X,X,X,X,935000,55,140379,133,0,2.8,11,0.3,1,.,.,.,1
2005,"Kalorama Heights, Adams Morgan, Lanier Heights",X,.,Cluster 1,1-Jan-05,31-Dec-05,X,X,X,X,X,935250,39,140379,133,0,1.7,7,0.5,2,.,.,.,1
2006,"Kalorama Heights, Adams Morgan, Lanier Heights",X,.,Cluster 1,1-Jan-06,31-Dec-06,X,X,X,X,X,1250000,29,140379,133,0,2.6,11,0.5,2,.,.,.,1
2007,"Kalorama Heights, Adams Morgan, Lanier Heights",X,.,Cluster 1,1-Jan-07,31-Dec-07,X,X,X,X,X,999950,32,140379,133,0,4.3,18,0.9,4,.,.,.,1
2008,"Kalorama Heights, Adams Morgan, Lanier Heights",X,.,Cluster 1,1-Jan-08,31-Dec-08,X,X,X,X,X,1391251,18,140379,133,0,5.6,24,1.2,5,.,.,.,1
2009,"Kalorama Heights, Adams Morgan, Lanier Heights",X,.,Cluster 1,1-Jan-09,31-Dec-09,X,X,X,X,X,955000,26,140379,133,0,8.9,38,3.3,14,.,.,.,1
2010,"Kalorama Heights, Adams Morgan, Lanier Heights",X,.,Cluster 1,1-Jan-10,31-Dec-10,X,X,X,X,X,1170000,21,140379,133,0,6.9,30,2.1,9,.,.,.,1
2011,"Kalorama Heights, Adams Morgan, Lanier Heights",X,.,Cluster 1,1-Jan-11,31-Dec-11,X,X,X,X,X,1455000,24,140379,133,0,0.7,3,0.2,1,.,.,.,1
2012,"Kalorama Heights, Adams Morgan, Lanier Heights",X,.,Cluster 1,1-Jan-12,31-Dec-12,X,X,X,X,X,1060000,28,140379,133,0,0,0,0.2,1,.,.,.,1
2013,"Kalorama Heights, Adams Morgan, Lanier Heights",X,.,Cluster 1,1-Jan-13,31-Dec-13,X,X,X,X,X,1800000,33,140379,133,0,0,0,0,0,.,.,.,1
2014,"Kalorama Heights, Adams Morgan, Lanier Heights",X,.,Cluster 1,1-Jan-14,31-Dec-14,X,X,X,X,X,1202500,26,140379,133,0,0,0,0,0,.,.,.,1
2015,"Kalorama Heights, Adams Morgan, Lanier Heights",X,.,Cluster 1,1-Jan-15,31-Dec-15,X,X,X,X,X,1200000,23,140379,133,0,0,0,0,0,.,.,.,1
2016,"Kalorama Heights, Adams Morgan, Lanier Heights",X,.,Cluster 1,1-Jan-16,31-Dec-16,X,X,X,X,X,1930000,26,140379,133,0,0,0,0,0,.,.,.,1
1995,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",X,.,Cluster 2,1-Jan-95,31-Dec-95,X,X,X,X,X,109000,231,81716,35,0.1,15,79,6.9,37,.,.,.,1
1996,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",X,.,Cluster 2,1-Jan-96,31-Dec-96,X,X,X,X,X,104500,262,74622,46,0.2,18,97,6.9,37,.,.,.,1
1997,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",X,.,Cluster 2,1-Jan-97,31-Dec-97,X,X,X,X,X,118000,260,73934,62,0.1,23,124,7.8,42,.,.,.,1
1998,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",X,.,Cluster 2,1-Jan-98,31-Dec-98,X,X,X,X,X,123000,389,88203,78,0.1,28,151,13,70,.,.,.,1
1999,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",X,.,Cluster 2,1-Jan-99,31-Dec-99,X,X,X,X,X,124000,399,94343,78,0.1,27,144,15,82,.,.,.,1
2000,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",X,.,Cluster 2,1-Jan-00,31-Dec-00,X,X,X,X,X,149000,323,93692,85,0,25,136,8,43,.,.,.,1
2001,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",X,.,Cluster 2,1-Jan-01,31-Dec-01,X,X,X,X,X,170000,311,96083,94,0,16,88,6.9,37,.,.,.,1
2002,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",X,.,Cluster 2,1-Jan-02,31-Dec-02,X,X,X,X,X,227450,308,109912,111,0.1,16,86,3.6,20,.,.,.,1
2003,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",X,.,Cluster 2,1-Jan-03,31-Dec-03,X,X,X,X,X,265000,313,115891,126,0.1,14,79,0.5,3,.,.,.,1
2004,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",X,.,Cluster 2,1-Jan-04,31-Dec-04,X,X,X,X,X,330000,371,119243,141,0.1,10,61,1.3,8,.,.,.,1
2005,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",X,.,Cluster 2,1-Jan-05,31-Dec-05,X,X,X,X,X,450000,306,119243,141,0.1,7,43,1,6,.,.,.,1
2006,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",X,.,Cluster 2,1-Jan-06,31-Dec-06,X,X,X,X,X,500000,191,119243,141,0.1,12,85,1.5,10,.,.,.,1
2007,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",X,.,Cluster 2,1-Jan-07,31-Dec-07,X,X,X,X,X,496009,158,119243,141,0.1,13,95,4.7,34,.,.,.,1
2008,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",X,.,Cluster 2,1-Jan-08,31-Dec-08,X,X,X,X,X,530000,101,119243,141,0.1,21,153,7.2,53,.,.,.,1
2009,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",X,.,Cluster 2,1-Jan-09,31-Dec-09,X,X,X,X,X,430000,107,119243,141,0.1,31,232,9.7,72,.,.,.,1
2010,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",X,.,Cluster 2,1-Jan-10,31-Dec-10,X,X,X,X,X,480000,144,119243,141,0.1,24,179,5.8,44,.,.,.,1
2011,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",X,.,Cluster 2,1-Jan-11,31-Dec-11,X,X,X,X,X,490000,167,119243,141,0.1,0.5,4,1.6,13,.,.,.,1
2012,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",X,.,Cluster 2,1-Jan-12,31-Dec-12,X,X,X,X,X,535000,164,119243,141,0.1,0.5,4,0.1,1,.,.,.,1
2013,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",X,.,Cluster 2,1-Jan-13,31-Dec-13,X,X,X,X,X,605000,205,119243,141,0.1,0.1,1,0.2,2,.,.,.,1
2014,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",X,.,Cluster 2,1-Jan-14,31-Dec-14,X,X,X,X,X,650000,152,119243,141,0.1,0.1,1,0.2,2,.,.,.,1
2015,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",X,.,Cluster 2,1-Jan-15,31-Dec-15,X,X,X,X,X,700000,159,119243,141,0.1,0.1,1,0.2,2,.,.,.,1
2016,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",X,.,Cluster 2,1-Jan-16,31-Dec-16,X,X,X,X,X,760000,167,119243,141,0.1,0.1,1,0.2,2,.,.,.,1
1995,"Howard University, Le Droit Park, Cardozo/Shaw",X,.,Cluster 3,1-Jan-95,31-Dec-95,X,X,X,X,X,95000,54,75377,37,0.1,18,27,3.9,6,.,.,.,1
1996,"Howard University, Le Droit Park, Cardozo/Shaw",X,.,Cluster 3,1-Jan-96,31-Dec-96,X,X,X,X,X,102500,50,74851,55,0.1,25,38,10,16,.,.,.,1
1997,"Howard University, Le Droit Park, Cardozo/Shaw",X,.,Cluster 3,1-Jan-97,31-Dec-97,X,X,X,X,X,100000,53,75420,74,0.1,23,35,10,16,.,.,.,1
1998,"Howard University, Le Droit Park, Cardozo/Shaw",X,.,Cluster 3,1-Jan-98,31-Dec-98,X,X,X,X,X,118600,121,88624,122,0.1,23,36,13,20,.,.,.,1
1999,"Howard University, Le Droit Park, Cardozo/Shaw",X,.,Cluster 3,1-Jan-99,31-Dec-99,X,X,X,X,X,113500,124,83864,164,0,27,42,9.8,15,.,.,.,1
2000,"Howard University, Le Droit Park, Cardozo/Shaw",X,.,Cluster 3,1-Jan-00,31-Dec-00,X,X,X,X,X,150200,120,96403,135,0,18,28,7.2,11,.,.,.,1
2001,"Howard University, Le Droit Park, Cardozo/Shaw",X,.,Cluster 3,1-Jan-01,31-Dec-01,X,X,X,X,X,270000,196,110329,122,0.1,16,25,4.6,7,.,.,.,1
2002,"Howard University, Le Droit Park, Cardozo/Shaw",X,.,Cluster 3,1-Jan-02,31-Dec-02,X,X,X,X,X,305000,144,120217,111,0.1,19,29,2.6,4,.,.,.,1
2003,"Howard University, Le Droit Park, Cardozo/Shaw",X,.,Cluster 3,1-Jan-03,31-Dec-03,X,X,X,X,X,380000,135,117746,251,0.1,13,20,1.3,2,.,.,.,1
2004,"Howard University, Le Droit Park, Cardozo/Shaw",X,.,Cluster 3,1-Jan-04,31-Dec-04,X,X,X,X,X,459000,111,118513,210,0,11,18,0.6,1,.,.,.,1
2005,"Howard University, Le Droit Park, Cardozo/Shaw",X,.,Cluster 3,1-Jan-05,31-Dec-05,X,X,X,X,X,536600,97,118513,210,0,10,19,1.6,3,.,.,.,1
2006,"Howard University, Le Droit Park, Cardozo/Shaw",X,.,Cluster 3,1-Jan-06,31-Dec-06,X,X,X,X,X,655000,71,118513,210,0,7.6,16,0.5,1,.,.,.,1
2007,"Howard University, Le Droit Park, Cardozo/Shaw",X,.,Cluster 3,1-Jan-07,31-Dec-07,X,X,X,X,X,577000,56,118513,210,0,15,33,3.7,8,.,.,.,1
2008,"Howard University, Le Droit Park, Cardozo/Shaw",X,.,Cluster 3,1-Jan-08,31-Dec-08,X,X,X,X,X,637800,55,118513,210,0,21,53,4.7,12,.,.,.,1
2009,"Howard University, Le Droit Park, Cardozo/Shaw",X,.,Cluster 3,1-Jan-09,31-Dec-09,X,X,X,X,X,605500,52,118513,210,0,29,76,2.7,7,.,.,.,1
2010,"Howard University, Le Droit Park, Cardozo/Shaw",X,.,Cluster 3,1-Jan-10,31-Dec-10,X,X,X,X,X,629000,55,118513,210,0,18,47,5.3,14,.,.,.,1
2011,"Howard University, Le Droit Park, Cardozo/Shaw",X,.,Cluster 3,1-Jan-11,31-Dec-11,X,X,X,X,X,615000,60,118513,210,0,0.4,1,0.7,2,.,.,.,1
2012,"Howard University, Le Droit Park, Cardozo/Shaw",X,.,Cluster 3,1-Jan-12,31-Dec-12,X,X,X,X,X,658500,72,118513,210,0,0.4,1,0.4,1,.,.,.,1
2013,"Howard University, Le Droit Park, Cardozo/Shaw",X,.,Cluster 3,1-Jan-13,31-Dec-13,X,X,X,X,X,708250,66,118513,210,0,0.4,1,0,0,.,.,.,1
2014,"Howard University, Le Droit Park, Cardozo/Shaw",X,.,Cluster 3,1-Jan-14,31-Dec-14,X,X,X,X,X,825000,44,118513,210,0,0.4,1,0,0,.,.,.,1
2015,"Howard University, Le Droit Park, Cardozo/Shaw",X,.,Cluster 3,1-Jan-15,31-Dec-15,X,X,X,X,X,777778,56,118513,210,0,0.4,1,0,0,.,.,.,1
2016,"Howard University, Le Droit Park, Cardozo/Shaw",X,.,Cluster 3,1-Jan-16,31-Dec-16,X,X,X,X,X,860000,44,118513,210,0,0.4,1,0,0,.,.,.,1
1995,"Georgetown, Burleith/Hillandale",X,.,Cluster 4,1-Jan-95,31-Dec-95,X,X,X,X,X,380000,131,158758,75,0,3.4,14,0.7,3,.,.,.,1
1996,"Georgetown, Burleith/Hillandale",X,.,Cluster 4,1-Jan-96,31-Dec-96,X,X,X,X,X,350000,157,144607,100,0,2.4,10,0,0,.,.,.,1
1997,"Georgetown, Burleith/Hillandale",X,.,Cluster 4,1-Jan-97,31-Dec-97,X,X,X,X,X,390000,221,105193,99,0,3.4,14,1.2,5,.,.,.,1
1998,"Georgetown, Burleith/Hillandale",X,.,Cluster 4,1-Jan-98,31-Dec-98,X,X,X,X,X,427500,270,146919,85,0,4.3,18,0.5,2,.,.,.,1
1999,"Georgetown, Burleith/Hillandale",X,.,Cluster 4,1-Jan-99,31-Dec-99,X,X,X,X,X,470000,245,171860,85,0,3.1,13,0.2,1,.,.,.,1
2000,"Georgetown, Burleith/Hillandale",X,.,Cluster 4,1-Jan-00,31-Dec-00,X,X,X,X,X,535000,196,174590,90,0,2.4,10,0,0,.,.,.,1
2001,"Georgetown, Burleith/Hillandale",X,.,Cluster 4,1-Jan-01,31-Dec-01,X,X,X,X,X,667500,181,198369,80,0,1.7,7,0,0,.,.,.,1
2002,"Georgetown, Burleith/Hillandale",X,.,Cluster 4,1-Jan-02,31-Dec-02,X,X,X,X,X,750000,215,185573,96,0,1.9,8,0.2,1,.,.,.,1
2003,"Georgetown, Burleith/Hillandale",X,.,Cluster 4,1-Jan-03,31-Dec-03,X,X,X,X,X,778500,204,204284,93,0,1.7,7,0.2,1,.,.,.,1
2004,"Georgetown, Burleith/Hillandale",X,.,Cluster 4,1-Jan-04,31-Dec-04,X,X,X,X,X,850000,166,220408,64,0,1.9,8,0.2,1,.,.,.,1
2005,"Georgetown, Burleith/Hillandale",X,.,Cluster 4,1-Jan-05,31-Dec-05,X,X,X,X,X,1057000,175,220408,64,0,1.4,6,0.2,1,.,.,.,1
2006,"Georgetown, Burleith/Hillandale",X,.,Cluster 4,1-Jan-06,31-Dec-06,X,X,X,X,X,1180000,132,220408,64,0,1.4,6,0.2,1,.,.,.,1
2007,"Georgetown, Burleith/Hillandale",X,.,Cluster 4,1-Jan-07,31-Dec-07,X,X,X,X,X,1165000,123,220408,64,0,2.3,10,0.2,1,.,.,.,1
2008,"Georgetown, Burleith/Hillandale",X,.,Cluster 4,1-Jan-08,31-Dec-08,X,X,X,X,X,1237500,112,220408,64,0,3,13,0.9,4,.,.,.,1
2009,"Georgetown, Burleith/Hillandale",X,.,Cluster 4,1-Jan-09,31-Dec-09,X,X,X,X,X,1140500,92,220408,64,0,7.8,34,0.9,4,.,.,.,1
2010,"Georgetown, Burleith/Hillandale",X,.,Cluster 4,1-Jan-10,31-Dec-10,X,X,X,X,X,1165000,125,220408,64,0,4.1,18,1.1,5,.,.,.,1
2011,"Georgetown, Burleith/Hillandale",X,.,Cluster 4,1-Jan-11,31-Dec-11,X,X,X,X,X,1100000,131,220408,64,0,0,0,0.2,1,.,.,.,1
2012,"Georgetown, Burleith/Hillandale",X,.,Cluster 4,1-Jan-12,31-Dec-12,X,X,X,X,X,1230000,139,220408,64,0,0,0,0.5,2,.,.,.,1
2013,"Georgetown, Burleith/Hillandale",X,.,Cluster 4,1-Jan-13,31-Dec-13,X,X,X,X,X,1275000,145,220408,64,0,0.5,2,0,0,.,.,.,1
2014,"Georgetown, Burleith/Hillandale",X,.,Cluster 4,1-Jan-14,31-Dec-14,X,X,X,X,X,1250000,109,220408,64,0,0.5,2,0,0,.,.,.,1
2015,"Georgetown, Burleith/Hillandale",X,.,Cluster 4,1-Jan-15,31-Dec-15,X,X,X,X,X,1467500,136,220408,64,0,0.5,2,0,0,.,.,.,1
2016,"Georgetown, Burleith/Hillandale",X,.,Cluster 4,1-Jan-16,31-Dec-16,X,X,X,X,X,1295000,157,220408,64,0,0.5,2,0,0,.,.,.,1
1995,"West End, Foggy Bottom, GWU",X,.,Cluster 5,1-Jan-95,31-Dec-95,X,X,X,X,X,329000,6,113059,53,0,4.4,13,0,0,.,.,.,1
1996,"West End, Foggy Bottom, GWU",X,.,Cluster 5,1-Jan-96,31-Dec-96,X,X,X,X,X,240000,7,111731,86,0,3.4,10,0.3,1,.,.,.,1
1997,"West End, Foggy Bottom, GWU",X,.,Cluster 5,1-Jan-97,31-Dec-97,X,X,X,X,X,250000,13,78275,109,0,3.7,11,0,0,.,.,.,1
1998,"West End, Foggy Bottom, GWU",X,.,Cluster 5,1-Jan-98,31-Dec-98,X,X,X,X,X,278000,19,103457,102,0,1,3,0,0,.,.,.,1
1999,"West End, Foggy Bottom, GWU",X,.,Cluster 5,1-Jan-99,31-Dec-99,X,X,X,X,X,299000,13,117908,119,0,1.7,5,0.3,1,.,.,.,1
2000,"West End, Foggy Bottom, GWU",X,.,Cluster 5,1-Jan-00,31-Dec-00,X,X,X,X,X,349500,14,95164,115,0,1,3,0.3,1,.,.,.,1
2001,"West End, Foggy Bottom, GWU",X,.,Cluster 5,1-Jan-01,31-Dec-01,X,X,X,X,X,467500,12,104209,125,0,0,0,0,0,.,.,.,1
2002,"West End, Foggy Bottom, GWU",X,.,Cluster 5,1-Jan-02,31-Dec-02,X,X,X,X,X,474500,12,101424,124,0,1.3,4,0,0,.,.,.,1
2003,"West End, Foggy Bottom, GWU",X,.,Cluster 5,1-Jan-03,31-Dec-03,X,X,X,X,X,583500,22,117341,178,0,1.7,5,0,0,.,.,.,1
2004,"West End, Foggy Bottom, GWU",X,.,Cluster 5,1-Jan-04,31-Dec-04,X,X,X,X,X,576250,16,121131,126,0,1,3,0,0,.,.,.,1
2005,"West End, Foggy Bottom, GWU",X,.,Cluster 5,1-Jan-05,31-Dec-05,X,X,X,X,X,780500,10,121131,126,0,2,6,0,0,.,.,.,1
2006,"West End, Foggy Bottom, GWU",X,.,Cluster 5,1-Jan-06,31-Dec-06,X,X,X,X,X,695000,14,121131,126,0,4.1,14,0.9,3,.,.,.,1
2007,"West End, Foggy Bottom, GWU",X,.,Cluster 5,1-Jan-07,31-Dec-07,X,X,X,X,X,1037000,6,121131,126,0,3.5,12,1.5,5,.,.,.,1
2008,"West End, Foggy Bottom, GWU",X,.,Cluster 5,1-Jan-08,31-Dec-08,X,X,X,X,X,932000,3,121131,126,0,3,10,1.2,4,.,.,.,1
2009,"West End, Foggy Bottom, GWU",X,.,Cluster 5,1-Jan-09,31-Dec-09,X,X,X,X,X,672000,8,121131,126,0,4.5,16,1.4,5,.,.,.,1
2010,"West End, Foggy Bottom, GWU",X,.,Cluster 5,1-Jan-10,31-Dec-10,X,X,X,X,X,810000,11,121131,126,0,3.4,12,1.4,5,.,.,.,1
2011,"West End, Foggy Bottom, GWU",X,.,Cluster 5,1-Jan-11,31-Dec-11,X,X,X,X,X,702500,6,121131,126,0,0.6,2,0,0,.,.,.,1
2012,"West End, Foggy Bottom, GWU",X,.,Cluster 5,1-Jan-12,31-Dec-12,X,X,X,X,X,820000,12,121131,126,0,0,0,0,0,.,.,.,1
2013,"West End, Foggy Bottom, GWU",X,.,Cluster 5,1-Jan-13,31-Dec-13,X,X,X,X,X,800000,7,121131,126,0,0,0,0,0,.,.,.,1
2014,"West End, Foggy Bottom, GWU",X,.,Cluster 5,1-Jan-14,31-Dec-14,X,X,X,X,X,1060000,5,121131,126,0,0,0,0,0,.,.,.,1
2015,"West End, Foggy Bottom, GWU",X,.,Cluster 5,1-Jan-15,31-Dec-15,X,X,X,X,X,747500,10,121131,126,0,0,0,0,0,.,.,.,1
2016,"West End, Foggy Bottom, GWU",X,.,Cluster 5,1-Jan-16,31-Dec-16,X,X,X,X,X,797500,4,121131,126,0,0,0,0,0,.,.,.,1
1995,"Dupont Circle, Connecticut Avenue/K Street",X,.,Cluster 6,1-Jan-95,31-Dec-95,X,X,X,X,X,237500,34,85269,93,0,6.7,38,3.4,19,.,.,.,1
1996,"Dupont Circle, Connecticut Avenue/K Street",X,.,Cluster 6,1-Jan-96,31-Dec-96,X,X,X,X,X,241150,26,93913,118,0,5.8,33,1.1,6,.,.,.,1
1997,"Dupont Circle, Connecticut Avenue/K Street",X,.,Cluster 6,1-Jan-97,31-Dec-97,X,X,X,X,X,302200,32,94423,136,0,4.1,23,0.4,2,.,.,.,1
1998,"Dupont Circle, Connecticut Avenue/K Street",X,.,Cluster 6,1-Jan-98,31-Dec-98,X,X,X,X,X,280000,37,107534,153,0,5.1,29,0.9,5,.,.,.,1
1999,"Dupont Circle, Connecticut Avenue/K Street",X,.,Cluster 6,1-Jan-99,31-Dec-99,X,X,X,X,X,354664,53,112865,140,0,3.5,20,0.7,4,.,.,.,1
2000,"Dupont Circle, Connecticut Avenue/K Street",X,.,Cluster 6,1-Jan-00,31-Dec-00,X,X,X,X,X,460000,41,102861,150,0,4.4,25,0.4,2,.,.,.,1
2001,"Dupont Circle, Connecticut Avenue/K Street",X,.,Cluster 6,1-Jan-01,31-Dec-01,X,X,X,X,X,497000,30,106608,166,0,2.1,12,0.2,1,.,.,.,1
2002,"Dupont Circle, Connecticut Avenue/K Street",X,.,Cluster 6,1-Jan-02,31-Dec-02,X,X,X,X,X,630000,23,113706,168,0,2.6,15,0.4,2,.,.,.,1
2003,"Dupont Circle, Connecticut Avenue/K Street",X,.,Cluster 6,1-Jan-03,31-Dec-03,X,X,X,X,X,639000,35,113616,178,0,1.9,11,0,0,.,.,.,1
2004,"Dupont Circle, Connecticut Avenue/K Street",X,.,Cluster 6,1-Jan-04,31-Dec-04,X,X,X,X,X,785000,39,131676,157,0,2.8,16,0.2,1,.,.,.,1
2005,"Dupont Circle, Connecticut Avenue/K Street",X,.,Cluster 6,1-Jan-05,31-Dec-05,X,X,X,X,X,855200,27,131676,157,0,2.2,13,0.2,1,.,.,.,1
2006,"Dupont Circle, Connecticut Avenue/K Street",X,.,Cluster 6,1-Jan-06,31-Dec-06,X,X,X,X,X,845000,27,131676,157,0,2.2,13,0.3,2,.,.,.,1
2007,"Dupont Circle, Connecticut Avenue/K Street",X,.,Cluster 6,1-Jan-07,31-Dec-07,X,X,X,X,X,847500,25,131676,157,0,3,18,0.8,5,.,.,.,1
2008,"Dupont Circle, Connecticut Avenue/K Street",X,.,Cluster 6,1-Jan-08,31-Dec-08,X,X,X,X,X,890000,25,131676,157,0,3.9,23,0.2,1,.,.,.,1
2009,"Dupont Circle, Connecticut Avenue/K Street",X,.,Cluster 6,1-Jan-09,31-Dec-09,X,X,X,X,X,862500,9,131676,157,0,8.2,49,2.9,17,.,.,.,1
2010,"Dupont Circle, Connecticut Avenue/K Street",X,.,Cluster 6,1-Jan-10,31-Dec-10,X,X,X,X,X,953250,20,131676,157,0,6.2,37,1.5,9,.,.,.,1
2011,"Dupont Circle, Connecticut Avenue/K Street",X,.,Cluster 6,1-Jan-11,31-Dec-11,X,X,X,X,X,950000,20,131676,157,0,0,0,0.8,5,.,.,.,1
2012,"Dupont Circle, Connecticut Avenue/K Street",X,.,Cluster 6,1-Jan-12,31-Dec-12,X,X,X,X,X,990000,16,131676,157,0,0,0,0,0,.,.,.,1
2013,"Dupont Circle, Connecticut Avenue/K Street",X,.,Cluster 6,1-Jan-13,31-Dec-13,X,X,X,X,X,1012500,27,131676,157,0,0.2,1,0.2,1,.,.,.,1
2014,"Dupont Circle, Connecticut Avenue/K Street",X,.,Cluster 6,1-Jan-14,31-Dec-14,X,X,X,X,X,1050000,21,131676,157,0,0.2,1,0.2,1,.,.,.,1
2015,"Dupont Circle, Connecticut Avenue/K Street",X,.,Cluster 6,1-Jan-15,31-Dec-15,X,X,X,X,X,1395000,14,131676,157,0,0.2,1,0.2,1,.,.,.,1
