start_date,end_date,cluster2017,timeframe,cluster2017_nf,Crimes_pt1_property_per1000,Crimes_pt1_violent_per1000,indc
1-Jan-00,31-Dec-00,"Cathedral Heights, McLean Gardens, Glover Park",2000,Cluster 14,17,1.7,1
1-Jan-01,31-Dec-01,"Cathedral Heights, McLean Gardens, Glover Park",2001,Cluster 14,20,1.5,1
1-Jan-02,31-Dec-02,"Cathedral Heights, McLean Gardens, Glover Park",2002,Cluster 14,14,1.6,1
1-Jan-03,31-Dec-03,"Cathedral Heights, McLean Gardens, Glover Park",2003,Cluster 14,14,0.7,1
1-Jan-04,31-Dec-04,"Cathedral Heights, McLean Gardens, Glover Park",2004,Cluster 14,16,1.4,1
1-Jan-05,31-Dec-05,"Cathedral Heights, McLean Gardens, Glover Park",2005,Cluster 14,16,1.2,1
1-Jan-06,31-Dec-06,"Cathedral Heights, McLean Gardens, Glover Park",2006,Cluster 14,14,0.6,1
1-Jan-07,31-Dec-07,"Cathedral Heights, McLean Gardens, Glover Park",2007,Cluster 14,12,0.9,1
1-Jan-08,31-Dec-08,"Cathedral Heights, McLean Gardens, Glover Park",2008,Cluster 14,13,0.9,1
1-Jan-09,31-Dec-09,"Cathedral Heights, McLean Gardens, Glover Park",2009,Cluster 14,14,0.9,1
1-Jan-10,31-Dec-10,"Cathedral Heights, McLean Gardens, Glover Park",2010,Cluster 14,13,0.5,1
1-Jan-11,31-Dec-11,"Cathedral Heights, McLean Gardens, Glover Park",2011,Cluster 14,9.6,0.9,1
1-Jan-12,31-Dec-12,"Cathedral Heights, McLean Gardens, Glover Park",2012,Cluster 14,13,0.7,1
1-Jan-13,31-Dec-13,"Cathedral Heights, McLean Gardens, Glover Park",2013,Cluster 14,12,0.5,1
1-Jan-14,31-Dec-14,"Cathedral Heights, McLean Gardens, Glover Park",2014,Cluster 14,14,0.7,1
1-Jan-15,31-Dec-15,"Cathedral Heights, McLean Gardens, Glover Park",2015,Cluster 14,15,0.5,1
1-Jan-16,31-Dec-16,"Cathedral Heights, McLean Gardens, Glover Park",2016,Cluster 14,11,0.6,1
1-Jan-00,31-Dec-00,"Cleveland Park, Woodley Park, Massachusetts Avenue Heights, Woodland-Normanstone Terrace",2000,Cluster 15,42,2.9,1
1-Jan-01,31-Dec-01,"Cleveland Park, Woodley Park, Massachusetts Avenue Heights, Woodland-Normanstone Terrace",2001,Cluster 15,34,4.8,1
1-Jan-02,31-Dec-02,"Cleveland Park, Woodley Park, Massachusetts Avenue Heights, Woodland-Normanstone Terrace",2002,Cluster 15,32,3.3,1
1-Jan-03,31-Dec-03,"Cleveland Park, Woodley Park, Massachusetts Avenue Heights, Woodland-Normanstone Terrace",2003,Cluster 15,38,2.4,1
1-Jan-04,31-Dec-04,"Cleveland Park, Woodley Park, Massachusetts Avenue Heights, Woodland-Normanstone Terrace",2004,Cluster 15,28,2.2,1
1-Jan-05,31-Dec-05,"Cleveland Park, Woodley Park, Massachusetts Avenue Heights, Woodland-Normanstone Terrace",2005,Cluster 15,24,2.8,1
1-Jan-06,31-Dec-06,"Cleveland Park, Woodley Park, Massachusetts Avenue Heights, Woodland-Normanstone Terrace",2006,Cluster 15,22,2.5,1
1-Jan-07,31-Dec-07,"Cleveland Park, Woodley Park, Massachusetts Avenue Heights, Woodland-Normanstone Terrace",2007,Cluster 15,22,1.7,1
1-Jan-08,31-Dec-08,"Cleveland Park, Woodley Park, Massachusetts Avenue Heights, Woodland-Normanstone Terrace",2008,Cluster 15,26,2.3,1
1-Jan-09,31-Dec-09,"Cleveland Park, Woodley Park, Massachusetts Avenue Heights, Woodland-Normanstone Terrace",2009,Cluster 15,30,2.4,1
1-Jan-10,31-Dec-10,"Cleveland Park, Woodley Park, Massachusetts Avenue Heights, Woodland-Normanstone Terrace",2010,Cluster 15,24,2.2,1
1-Jan-11,31-Dec-11,"Cleveland Park, Woodley Park, Massachusetts Avenue Heights, Woodland-Normanstone Terrace",2011,Cluster 15,27,2.3,1
1-Jan-12,31-Dec-12,"Cleveland Park, Woodley Park, Massachusetts Avenue Heights, Woodland-Normanstone Terrace",2012,Cluster 15,25,2,1
1-Jan-13,31-Dec-13,"Cleveland Park, Woodley Park, Massachusetts Avenue Heights, Woodland-Normanstone Terrace",2013,Cluster 15,20,1.6,1
1-Jan-14,31-Dec-14,"Cleveland Park, Woodley Park, Massachusetts Avenue Heights, Woodland-Normanstone Terrace",2014,Cluster 15,21,1.6,1
1-Jan-15,31-Dec-15,"Cleveland Park, Woodley Park, Massachusetts Avenue Heights, Woodland-Normanstone Terrace",2015,Cluster 15,24,1.1,1
1-Jan-16,31-Dec-16,"Cleveland Park, Woodley Park, Massachusetts Avenue Heights, Woodland-Normanstone Terrace",2016,Cluster 15,24,1.2,1
1-Jan-00,31-Dec-00,"Colonial Village, Shepherd Park, North Portal Estates",2000,Cluster 16,36,5,1
1-Jan-01,31-Dec-01,"Colonial Village, Shepherd Park, North Portal Estates",2001,Cluster 16,42,5.3,1
1-Jan-02,31-Dec-02,"Colonial Village, Shepherd Park, North Portal Estates",2002,Cluster 16,42,2.5,1
1-Jan-03,31-Dec-03,"Colonial Village, Shepherd Park, North Portal Estates",2003,Cluster 16,45,5.3,1
1-Jan-04,31-Dec-04,"Colonial Village, Shepherd Park, North Portal Estates",2004,Cluster 16,28,4.3,1
1-Jan-05,31-Dec-05,"Colonial Village, Shepherd Park, North Portal Estates",2005,Cluster 16,31,5.4,1
1-Jan-06,31-Dec-06,"Colonial Village, Shepherd Park, North Portal Estates",2006,Cluster 16,27,5.4,1
1-Jan-07,31-Dec-07,"Colonial Village, Shepherd Park, North Portal Estates",2007,Cluster 16,35,6.2,1
1-Jan-08,31-Dec-08,"Colonial Village, Shepherd Park, North Portal Estates",2008,Cluster 16,36,6.7,1
1-Jan-09,31-Dec-09,"Colonial Village, Shepherd Park, North Portal Estates",2009,Cluster 16,44,2.8,1
1-Jan-10,31-Dec-10,"Colonial Village, Shepherd Park, North Portal Estates",2010,Cluster 16,35,4.2,1
1-Jan-11,31-Dec-11,"Colonial Village, Shepherd Park, North Portal Estates",2011,Cluster 16,34,2.9,1
1-Jan-12,31-Dec-12,"Colonial Village, Shepherd Park, North Portal Estates",2012,Cluster 16,50,5.7,1
1-Jan-13,31-Dec-13,"Colonial Village, Shepherd Park, North Portal Estates",2013,Cluster 16,38,5.5,1
1-Jan-14,31-Dec-14,"Colonial Village, Shepherd Park, North Portal Estates",2014,Cluster 16,56,3.6,1
1-Jan-15,31-Dec-15,"Colonial Village, Shepherd Park, North Portal Estates",2015,Cluster 16,46,2.9,1
1-Jan-16,31-Dec-16,"Colonial Village, Shepherd Park, North Portal Estates",2016,Cluster 16,35,5.5,1
1-Jan-00,31-Dec-00,"Takoma, Brightwood, Manor Park",2000,Cluster 17,39,9.3,1
1-Jan-01,31-Dec-01,"Takoma, Brightwood, Manor Park",2001,Cluster 17,44,8.5,1
1-Jan-02,31-Dec-02,"Takoma, Brightwood, Manor Park",2002,Cluster 17,48,11,1
1-Jan-03,31-Dec-03,"Takoma, Brightwood, Manor Park",2003,Cluster 17,43,15,1
1-Jan-04,31-Dec-04,"Takoma, Brightwood, Manor Park",2004,Cluster 17,37,13,1
1-Jan-05,31-Dec-05,"Takoma, Brightwood, Manor Park",2005,Cluster 17,36,11,1
1-Jan-06,31-Dec-06,"Takoma, Brightwood, Manor Park",2006,Cluster 17,29,11,1
1-Jan-07,31-Dec-07,"Takoma, Brightwood, Manor Park",2007,Cluster 17,33,13,1
1-Jan-08,31-Dec-08,"Takoma, Brightwood, Manor Park",2008,Cluster 17,34,9.9,1
1-Jan-09,31-Dec-09,"Takoma, Brightwood, Manor Park",2009,Cluster 17,31,11,1
1-Jan-10,31-Dec-10,"Takoma, Brightwood, Manor Park",2010,Cluster 17,31,8.3,1
1-Jan-11,31-Dec-11,"Takoma, Brightwood, Manor Park",2011,Cluster 17,35,8.1,1
1-Jan-12,31-Dec-12,"Takoma, Brightwood, Manor Park",2012,Cluster 17,32,9.5,1
1-Jan-13,31-Dec-13,"Takoma, Brightwood, Manor Park",2013,Cluster 17,40,7.9,1
1-Jan-14,31-Dec-14,"Takoma, Brightwood, Manor Park",2014,Cluster 17,54,6.8,1
1-Jan-15,31-Dec-15,"Takoma, Brightwood, Manor Park",2015,Cluster 17,51,8.6,1
1-Jan-16,31-Dec-16,"Takoma, Brightwood, Manor Park",2016,Cluster 17,39,6.7,1
1-Jan-00,31-Dec-00,"Brightwood Park, Crestwood, Petworth",2000,Cluster 18,42,12,1
1-Jan-01,31-Dec-01,"Brightwood Park, Crestwood, Petworth",2001,Cluster 18,38,9.2,1
1-Jan-02,31-Dec-02,"Brightwood Park, Crestwood, Petworth",2002,Cluster 18,46,12,1
1-Jan-03,31-Dec-03,"Brightwood Park, Crestwood, Petworth",2003,Cluster 18,38,15,1
1-Jan-04,31-Dec-04,"Brightwood Park, Crestwood, Petworth",2004,Cluster 18,37,13,1
1-Jan-05,31-Dec-05,"Brightwood Park, Crestwood, Petworth",2005,Cluster 18,35,13,1
1-Jan-06,31-Dec-06,"Brightwood Park, Crestwood, Petworth",2006,Cluster 18,31,12,1
1-Jan-07,31-Dec-07,"Brightwood Park, Crestwood, Petworth",2007,Cluster 18,33,15,1
1-Jan-08,31-Dec-08,"Brightwood Park, Crestwood, Petworth",2008,Cluster 18,31,14,1
1-Jan-09,31-Dec-09,"Brightwood Park, Crestwood, Petworth",2009,Cluster 18,31,14,1
1-Jan-10,31-Dec-10,"Brightwood Park, Crestwood, Petworth",2010,Cluster 18,32,13,1
1-Jan-11,31-Dec-11,"Brightwood Park, Crestwood, Petworth",2011,Cluster 18,31,9.2,1
1-Jan-12,31-Dec-12,"Brightwood Park, Crestwood, Petworth",2012,Cluster 18,33,11,1
1-Jan-13,31-Dec-13,"Brightwood Park, Crestwood, Petworth",2013,Cluster 18,38,11,1
1-Jan-14,31-Dec-14,"Brightwood Park, Crestwood, Petworth",2014,Cluster 18,42,10,1
1-Jan-15,31-Dec-15,"Brightwood Park, Crestwood, Petworth",2015,Cluster 18,36,9.8,1
1-Jan-16,31-Dec-16,"Brightwood Park, Crestwood, Petworth",2016,Cluster 18,33,7.6,1
1-Jan-00,31-Dec-00,"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",2000,Cluster 19,29,6.9,1
1-Jan-01,31-Dec-01,"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",2001,Cluster 19,37,7.5,1
1-Jan-02,31-Dec-02,"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",2002,Cluster 19,39,8.3,1
1-Jan-03,31-Dec-03,"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",2003,Cluster 19,37,14,1
1-Jan-04,31-Dec-04,"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",2004,Cluster 19,34,7.9,1
1-Jan-05,31-Dec-05,"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",2005,Cluster 19,28,9.8,1
1-Jan-06,31-Dec-06,"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",2006,Cluster 19,23,10,1
1-Jan-07,31-Dec-07,"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",2007,Cluster 19,27,11,1
1-Jan-08,31-Dec-08,"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",2008,Cluster 19,26,11,1
1-Jan-09,31-Dec-09,"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",2009,Cluster 19,26,11,1
1-Jan-10,31-Dec-10,"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",2010,Cluster 19,28,7.3,1
1-Jan-11,31-Dec-11,"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",2011,Cluster 19,25,6.1,1
1-Jan-12,31-Dec-12,"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",2012,Cluster 19,25,6.7,1
1-Jan-13,31-Dec-13,"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",2013,Cluster 19,23,6.6,1
1-Jan-14,31-Dec-14,"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",2014,Cluster 19,32,6.8,1
1-Jan-15,31-Dec-15,"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",2015,Cluster 19,30,8,1
1-Jan-16,31-Dec-16,"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",2016,Cluster 19,31,6.1,1
1-Jan-00,31-Dec-00,"North Michigan Park, Michigan Park, University Heights",2000,Cluster 20,27,7,1
1-Jan-01,31-Dec-01,"North Michigan Park, Michigan Park, University Heights",2001,Cluster 20,33,7.4,1
1-Jan-02,31-Dec-02,"North Michigan Park, Michigan Park, University Heights",2002,Cluster 20,33,6.7,1
1-Jan-03,31-Dec-03,"North Michigan Park, Michigan Park, University Heights",2003,Cluster 20,32,7.1,1
1-Jan-04,31-Dec-04,"North Michigan Park, Michigan Park, University Heights",2004,Cluster 20,30,5.9,1
1-Jan-05,31-Dec-05,"North Michigan Park, Michigan Park, University Heights",2005,Cluster 20,32,8.9,1
1-Jan-06,31-Dec-06,"North Michigan Park, Michigan Park, University Heights",2006,Cluster 20,26,9.7,1
1-Jan-07,31-Dec-07,"North Michigan Park, Michigan Park, University Heights",2007,Cluster 20,27,8.8,1
1-Jan-08,31-Dec-08,"North Michigan Park, Michigan Park, University Heights",2008,Cluster 20,28,6.4,1
1-Jan-09,31-Dec-09,"North Michigan Park, Michigan Park, University Heights",2009,Cluster 20,27,6.5,1
1-Jan-10,31-Dec-10,"North Michigan Park, Michigan Park, University Heights",2010,Cluster 20,28,6.2,1
1-Jan-11,31-Dec-11,"North Michigan Park, Michigan Park, University Heights",2011,Cluster 20,29,6.1,1
1-Jan-12,31-Dec-12,"North Michigan Park, Michigan Park, University Heights",2012,Cluster 20,35,6.3,1
1-Jan-13,31-Dec-13,"North Michigan Park, Michigan Park, University Heights",2013,Cluster 20,29,6.7,1
1-Jan-14,31-Dec-14,"North Michigan Park, Michigan Park, University Heights",2014,Cluster 20,42,5.6,1
1-Jan-15,31-Dec-15,"North Michigan Park, Michigan Park, University Heights",2015,Cluster 20,36,5.7,1
1-Jan-16,31-Dec-16,"North Michigan Park, Michigan Park, University Heights",2016,Cluster 20,27,4.9,1
1-Jan-00,31-Dec-00,"Edgewood, Bloomingdale, Truxton Circle, Eckington",2000,Cluster 21,47,19,1
1-Jan-01,31-Dec-01,"Edgewood, Bloomingdale, Truxton Circle, Eckington",2001,Cluster 21,54,21,1
1-Jan-02,31-Dec-02,"Edgewood, Bloomingdale, Truxton Circle, Eckington",2002,Cluster 21,53,18,1
1-Jan-03,31-Dec-03,"Edgewood, Bloomingdale, Truxton Circle, Eckington",2003,Cluster 21,62,19,1
1-Jan-04,31-Dec-04,"Edgewood, Bloomingdale, Truxton Circle, Eckington",2004,Cluster 21,55,17,1
1-Jan-05,31-Dec-05,"Edgewood, Bloomingdale, Truxton Circle, Eckington",2005,Cluster 21,47,18,1
1-Jan-06,31-Dec-06,"Edgewood, Bloomingdale, Truxton Circle, Eckington",2006,Cluster 21,39,17,1
1-Jan-07,31-Dec-07,"Edgewood, Bloomingdale, Truxton Circle, Eckington",2007,Cluster 21,52,14,1
1-Jan-08,31-Dec-08,"Edgewood, Bloomingdale, Truxton Circle, Eckington",2008,Cluster 21,42,14,1
1-Jan-09,31-Dec-09,"Edgewood, Bloomingdale, Truxton Circle, Eckington",2009,Cluster 21,38,16,1
1-Jan-10,31-Dec-10,"Edgewood, Bloomingdale, Truxton Circle, Eckington",2010,Cluster 21,38,14,1
1-Jan-11,31-Dec-11,"Edgewood, Bloomingdale, Truxton Circle, Eckington",2011,Cluster 21,40,13,1
1-Jan-12,31-Dec-12,"Edgewood, Bloomingdale, Truxton Circle, Eckington",2012,Cluster 21,54,14,1
1-Jan-13,31-Dec-13,"Edgewood, Bloomingdale, Truxton Circle, Eckington",2013,Cluster 21,45,11,1
1-Jan-14,31-Dec-14,"Edgewood, Bloomingdale, Truxton Circle, Eckington",2014,Cluster 21,59,12,1
1-Jan-15,31-Dec-15,"Edgewood, Bloomingdale, Truxton Circle, Eckington",2015,Cluster 21,54,12,1
1-Jan-16,31-Dec-16,"Edgewood, Bloomingdale, Truxton Circle, Eckington",2016,Cluster 21,49,13,1
1-Jan-00,31-Dec-00,"Brookland, Brentwood, Langdon",2000,Cluster 22,65,20,1
1-Jan-01,31-Dec-01,"Brookland, Brentwood, Langdon",2001,Cluster 22,67,17,1
1-Jan-02,31-Dec-02,"Brookland, Brentwood, Langdon",2002,Cluster 22,61,18,1
1-Jan-03,31-Dec-03,"Brookland, Brentwood, Langdon",2003,Cluster 22,71,19,1
1-Jan-04,31-Dec-04,"Brookland, Brentwood, Langdon",2004,Cluster 22,68,17,1
1-Jan-05,31-Dec-05,"Brookland, Brentwood, Langdon",2005,Cluster 22,68,22,1
1-Jan-06,31-Dec-06,"Brookland, Brentwood, Langdon",2006,Cluster 22,60,18,1
1-Jan-07,31-Dec-07,"Brookland, Brentwood, Langdon",2007,Cluster 22,56,18,1
1-Jan-08,31-Dec-08,"Brookland, Brentwood, Langdon",2008,Cluster 22,53,18,1
1-Jan-09,31-Dec-09,"Brookland, Brentwood, Langdon",2009,Cluster 22,52,15,1
1-Jan-10,31-Dec-10,"Brookland, Brentwood, Langdon",2010,Cluster 22,55,14,1
1-Jan-11,31-Dec-11,"Brookland, Brentwood, Langdon",2011,Cluster 22,61,16,1
1-Jan-12,31-Dec-12,"Brookland, Brentwood, Langdon",2012,Cluster 22,71,17,1
1-Jan-13,31-Dec-13,"Brookland, Brentwood, Langdon",2013,Cluster 22,79,16,1
1-Jan-14,31-Dec-14,"Brookland, Brentwood, Langdon",2014,Cluster 22,93,16,1
1-Jan-15,31-Dec-15,"Brookland, Brentwood, Langdon",2015,Cluster 22,90,18,1
1-Jan-16,31-Dec-16,"Brookland, Brentwood, Langdon",2016,Cluster 22,79,17,1
1-Jan-00,31-Dec-00,"Ivy City, Arboretum, Trinidad, Carver Langston",2000,Cluster 23,65,33,1
1-Jan-01,31-Dec-01,"Ivy City, Arboretum, Trinidad, Carver Langston",2001,Cluster 23,71,32,1
1-Jan-02,31-Dec-02,"Ivy City, Arboretum, Trinidad, Carver Langston",2002,Cluster 23,69,29,1
1-Jan-03,31-Dec-03,"Ivy City, Arboretum, Trinidad, Carver Langston",2003,Cluster 23,81,37,1
1-Jan-04,31-Dec-04,"Ivy City, Arboretum, Trinidad, Carver Langston",2004,Cluster 23,85,30,1
1-Jan-05,31-Dec-05,"Ivy City, Arboretum, Trinidad, Carver Langston",2005,Cluster 23,70,34,1
1-Jan-06,31-Dec-06,"Ivy City, Arboretum, Trinidad, Carver Langston",2006,Cluster 23,67,29,1
1-Jan-07,31-Dec-07,"Ivy City, Arboretum, Trinidad, Carver Langston",2007,Cluster 23,77,30,1
1-Jan-08,31-Dec-08,"Ivy City, Arboretum, Trinidad, Carver Langston",2008,Cluster 23,65,27,1
1-Jan-09,31-Dec-09,"Ivy City, Arboretum, Trinidad, Carver Langston",2009,Cluster 23,66,23,1
1-Jan-10,31-Dec-10,"Ivy City, Arboretum, Trinidad, Carver Langston",2010,Cluster 23,54,22,1
1-Jan-11,31-Dec-11,"Ivy City, Arboretum, Trinidad, Carver Langston",2011,Cluster 23,63,19,1
1-Jan-12,31-Dec-12,"Ivy City, Arboretum, Trinidad, Carver Langston",2012,Cluster 23,63,24,1
1-Jan-13,31-Dec-13,"Ivy City, Arboretum, Trinidad, Carver Langston",2013,Cluster 23,68,20,1
1-Jan-14,31-Dec-14,"Ivy City, Arboretum, Trinidad, Carver Langston",2014,Cluster 23,69,21,1
1-Jan-15,31-Dec-15,"Ivy City, Arboretum, Trinidad, Carver Langston",2015,Cluster 23,65,22,1
1-Jan-16,31-Dec-16,"Ivy City, Arboretum, Trinidad, Carver Langston",2016,Cluster 23,62,23,1
1-Jan-00,31-Dec-00,"Woodridge, Fort Lincoln, Gateway",2000,Cluster 24,51,8.8,1
1-Jan-01,31-Dec-01,"Woodridge, Fort Lincoln, Gateway",2001,Cluster 24,60,11,1
1-Jan-02,31-Dec-02,"Woodridge, Fort Lincoln, Gateway",2002,Cluster 24,51,12,1
1-Jan-03,31-Dec-03,"Woodridge, Fort Lincoln, Gateway",2003,Cluster 24,52,13,1
1-Jan-04,31-Dec-04,"Woodridge, Fort Lincoln, Gateway",2004,Cluster 24,49,11,1
1-Jan-05,31-Dec-05,"Woodridge, Fort Lincoln, Gateway",2005,Cluster 24,43,11,1
1-Jan-06,31-Dec-06,"Woodridge, Fort Lincoln, Gateway",2006,Cluster 24,36,10,1
1-Jan-07,31-Dec-07,"Woodridge, Fort Lincoln, Gateway",2007,Cluster 24,46,11,1
1-Jan-08,31-Dec-08,"Woodridge, Fort Lincoln, Gateway",2008,Cluster 24,45,8.9,1
1-Jan-09,31-Dec-09,"Woodridge, Fort Lincoln, Gateway",2009,Cluster 24,45,8,1
1-Jan-10,31-Dec-10,"Woodridge, Fort Lincoln, Gateway",2010,Cluster 24,48,5.4,1
1-Jan-11,31-Dec-11,"Woodridge, Fort Lincoln, Gateway",2011,Cluster 24,47,7.2,1
1-Jan-12,31-Dec-12,"Woodridge, Fort Lincoln, Gateway",2012,Cluster 24,49,9.7,1
1-Jan-13,31-Dec-13,"Woodridge, Fort Lincoln, Gateway",2013,Cluster 24,59,7.9,1
1-Jan-14,31-Dec-14,"Woodridge, Fort Lincoln, Gateway",2014,Cluster 24,66,6.7,1
1-Jan-15,31-Dec-15,"Woodridge, Fort Lincoln, Gateway",2015,Cluster 24,61,7.2,1
1-Jan-16,31-Dec-16,"Woodridge, Fort Lincoln, Gateway",2016,Cluster 24,56,7.3,1
1-Jan-00,31-Dec-00,"Union Station, Stanton Park, Kingman Park",2000,Cluster 25,65,23,1
1-Jan-01,31-Dec-01,"Union Station, Stanton Park, Kingman Park",2001,Cluster 25,83,24,1
1-Jan-02,31-Dec-02,"Union Station, Stanton Park, Kingman Park",2002,Cluster 25,73,22,1
1-Jan-03,31-Dec-03,"Union Station, Stanton Park, Kingman Park",2003,Cluster 25,75,23,1
1-Jan-04,31-Dec-04,"Union Station, Stanton Park, Kingman Park",2004,Cluster 25,88,21,1
1-Jan-05,31-Dec-05,"Union Station, Stanton Park, Kingman Park",2005,Cluster 25,73,18,1
1-Jan-06,31-Dec-06,"Union Station, Stanton Park, Kingman Park",2006,Cluster 25,73,19,1
1-Jan-07,31-Dec-07,"Union Station, Stanton Park, Kingman Park",2007,Cluster 25,64,20,1
1-Jan-08,31-Dec-08,"Union Station, Stanton Park, Kingman Park",2008,Cluster 25,62,18,1
1-Jan-09,31-Dec-09,"Union Station, Stanton Park, Kingman Park",2009,Cluster 25,60,17,1
1-Jan-10,31-Dec-10,"Union Station, Stanton Park, Kingman Park",2010,Cluster 25,52,13,1
1-Jan-11,31-Dec-11,"Union Station, Stanton Park, Kingman Park",2011,Cluster 25,57,15,1
1-Jan-12,31-Dec-12,"Union Station, Stanton Park, Kingman Park",2012,Cluster 25,72,14,1
1-Jan-13,31-Dec-13,"Union Station, Stanton Park, Kingman Park",2013,Cluster 25,73,13,1
1-Jan-14,31-Dec-14,"Union Station, Stanton Park, Kingman Park",2014,Cluster 25,79,12,1
1-Jan-15,31-Dec-15,"Union Station, Stanton Park, Kingman Park",2015,Cluster 25,71,14,1
1-Jan-16,31-Dec-16,"Union Station, Stanton Park, Kingman Park",2016,Cluster 25,66,12,1
1-Jan-00,31-Dec-00,"Capitol Hill, Lincoln Park",2000,Cluster 26,52,12,1
1-Jan-01,31-Dec-01,"Capitol Hill, Lincoln Park",2001,Cluster 26,66,13,1
1-Jan-02,31-Dec-02,"Capitol Hill, Lincoln Park",2002,Cluster 26,54,13,1
1-Jan-03,31-Dec-03,"Capitol Hill, Lincoln Park",2003,Cluster 26,49,13,1
1-Jan-04,31-Dec-04,"Capitol Hill, Lincoln Park",2004,Cluster 26,45,9.2,1
1-Jan-05,31-Dec-05,"Capitol Hill, Lincoln Park",2005,Cluster 26,42,9.9,1
1-Jan-06,31-Dec-06,"Capitol Hill, Lincoln Park",2006,Cluster 26,34,9.5,1
1-Jan-07,31-Dec-07,"Capitol Hill, Lincoln Park",2007,Cluster 26,40,9.3,1
1-Jan-08,31-Dec-08,"Capitol Hill, Lincoln Park",2008,Cluster 26,47,9.8,1
1-Jan-09,31-Dec-09,"Capitol Hill, Lincoln Park",2009,Cluster 26,47,9.5,1
1-Jan-10,31-Dec-10,"Capitol Hill, Lincoln Park",2010,Cluster 26,38,7.7,1
1-Jan-11,31-Dec-11,"Capitol Hill, Lincoln Park",2011,Cluster 26,40,6.4,1
1-Jan-12,31-Dec-12,"Capitol Hill, Lincoln Park",2012,Cluster 26,49,7.6,1
1-Jan-13,31-Dec-13,"Capitol Hill, Lincoln Park",2013,Cluster 26,55,6.1,1
1-Jan-14,31-Dec-14,"Capitol Hill, Lincoln Park",2014,Cluster 26,55,6.3,1
1-Jan-15,31-Dec-15,"Capitol Hill, Lincoln Park",2015,Cluster 26,54,8.1,1
1-Jan-16,31-Dec-16,"Capitol Hill, Lincoln Park",2016,Cluster 26,50,7.1,1
1-Jan-00,31-Dec-00,"Near Southeast, Navy Yard",2000,Cluster 27,270,62,1
1-Jan-01,31-Dec-01,"Near Southeast, Navy Yard",2001,Cluster 27,298,70,1
1-Jan-02,31-Dec-02,"Near Southeast, Navy Yard",2002,Cluster 27,211,70,1
1-Jan-03,31-Dec-03,"Near Southeast, Navy Yard",2003,Cluster 27,139,58,1
1-Jan-04,31-Dec-04,"Near Southeast, Navy Yard",2004,Cluster 27,112,35,1
1-Jan-05,31-Dec-05,"Near Southeast, Navy Yard",2005,Cluster 27,93,28,1
1-Jan-06,31-Dec-06,"Near Southeast, Navy Yard",2006,Cluster 27,119,14,1
1-Jan-07,31-Dec-07,"Near Southeast, Navy Yard",2007,Cluster 27,82,11,1
1-Jan-08,31-Dec-08,"Near Southeast, Navy Yard",2008,Cluster 27,58,10,1
1-Jan-09,31-Dec-09,"Near Southeast, Navy Yard",2009,Cluster 27,46,11,1
1-Jan-10,31-Dec-10,"Near Southeast, Navy Yard",2010,Cluster 27,47,9.3,1
1-Jan-11,31-Dec-11,"Near Southeast, Navy Yard",2011,Cluster 27,58,7.9,1
1-Jan-12,31-Dec-12,"Near Southeast, Navy Yard",2012,Cluster 27,54,8.6,1
1-Jan-13,31-Dec-13,"Near Southeast, Navy Yard",2013,Cluster 27,61,10,1
1-Jan-14,31-Dec-14,"Near Southeast, Navy Yard",2014,Cluster 27,72,5.4,1
1-Jan-15,31-Dec-15,"Near Southeast, Navy Yard",2015,Cluster 27,80,8.2,1
1-Jan-16,31-Dec-16,"Near Southeast, Navy Yard",2016,Cluster 27,96,14,1
1-Jan-00,31-Dec-00,Historic Anacostia,2000,Cluster 28,47,26,1
1-Jan-01,31-Dec-01,Historic Anacostia,2001,Cluster 28,48,25,1
1-Jan-02,31-Dec-02,Historic Anacostia,2002,Cluster 28,44,25,1
1-Jan-03,31-Dec-03,Historic Anacostia,2003,Cluster 28,45,25,1
1-Jan-04,31-Dec-04,Historic Anacostia,2004,Cluster 28,48,22,1
1-Jan-05,31-Dec-05,Historic Anacostia,2005,Cluster 28,36,22,1
1-Jan-06,31-Dec-06,Historic Anacostia,2006,Cluster 28,38,23,1
1-Jan-07,31-Dec-07,Historic Anacostia,2007,Cluster 28,49,31,1
1-Jan-08,31-Dec-08,Historic Anacostia,2008,Cluster 28,39,31,1
1-Jan-09,31-Dec-09,Historic Anacostia,2009,Cluster 28,48,16,1
1-Jan-10,31-Dec-10,Historic Anacostia,2010,Cluster 28,39,25,1
